"CNPJ
14 digitos sem ponto sem traço ";"Conta
10 digitos ";"Numero da Linha
DDD + 9 digitos sem ponto e sem traço";"Downgrade
Sim ou Não";"Plano Destino
Nome do plano";"Pacote Destino
Nome do pacote";"Multa Desconto
Multa desconto no caso SmartVivo"
47508411000156;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
